price_category,price,ram,internal_memory,screen_size,screen_tech,refresh_rate,camera_main_resolution,camera_count,brand,screen_resolution_k,chip_model
Premium,19950000.0,12.0,512,6.6,P-OLED,144.0,50,3,Motorola,HD,Snapdragon 8 gen 1
Medium,4950000.0,8.0,256,6.67,AMOLED,120.0,50,2,Nothing,HD,Dimensity 7300
Premium,25750000.0,16.0,512,8,Foldable LTPO AMOLED,120.0,50,3,Nothing,2.5K,Dimensity 9400
High,9950000.0,12.0,256,6.55,OLED,120.0,50,2,Nothing,HD,Snapdragon 778g
High,14190000.0,12.0,512,6.7,OLED,120.0,50,2,Nothing,HD,Snapdragon 8 gen 1
Medium,7150000.0,12.0,256,6.7,AMOLED,120.0,50,2,Nothing,HD,Dimensity 7200 pro
High,8450000.0,12.0,256,6.7,AMOLED,120.0,50,2,Nothing,HD,Dimensity 7350 pro
High,14990000.0,12.0,512,6.5,LTPO OLED,120.0,50,2,Nothing,HD,Snapdragon 8
Medium,7050000.0,12.0,256,6.77,AMOLED,120.0,50,3,Nothing,HD,Snapdragon 7
Medium,7950000.0,12.0,256,6.7,AMOLED,120.0,50,2,Nothing,HD,Dimensity 7350 pro
High,8450000.0,12.0,256,6.77,AMOLED,120.0,50,3,Nothing,HD,Snapdragon 7
Medium,4690000.0,8.0,256,6.72,IPS LCD,120.0,50,2,Nubia,HD,Unisoc t820
Medium,3990000.0,8.0,256,6.6,IPS LCD,120.0,50,1,Nubia,HD,Unisoc t820
Medium,3650000.0,8.0,256,6.6,ISP LCD,120.0,50,2,Nubia,HD,Unisoc t820 8
Premium,21500000.0,24.0,1024,6.85,AMOLED,144.0,50,3,Nubia,HD,Snapdragon 8 e
Medium,6050000.0,16.0,256,6.65,"AMOLED, Full HD+ (1080x2340 pixels) - 144Hz",144.0,64,3,Nubia,HD,Snapdragon 865
Medium,6900000.0,16.0,256,6.65,AMOLED,144.0,64,3,Nubia,HD,Snapdragon 865
Medium,7450000.0,12.0,256,6.8,AMOLED,144.0,64,4,Nubia,HD,Snapdragon 888
Medium,7950000.0,18.0,512,6.8,AMOLED,165.0,64,3,Nubia,HD,Snapdragon 888
Medium,6950000.0,12.0,256,6.8,AMOLED,165.0,64,3,Nubia,HD,Snapdragon 888
High,11750000.0,18.0,512,6.8,AMOLED,165.0,64,3,Nubia,HD,Snapdragon 8 gen 1
High,11950000.0,18.0,1024,6.8,AMOLED,120.0,64,3,Nubia,HD,Snapdragon 8 gen 1
High,8450000.0,18.0,512,6.8,AMOLED,165.0,64,3,Nubia,HD,Snapdragon 8 gen1
High,11450000.0,16.0,1024,6.8,AMOLED,120.0,64,3,Nubia,HD,Snapdragon 8 gen1
High,12250000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 2
High,12250000.0,24.0,1024,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 2
Premium,21550000.0,24.0,1024,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 2
High,13450000.0,16.0,128,6.8,AMOLED,165.0,50,3,Nubia,HD,Snapdragon 8 gen 2
High,12450000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 2
High,14250000.0,16.0,1024,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 2
Premium,19950000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 2
High,13000000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 3
Premium,18450000.0,24.0,256,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 3
Premium,22790000.0,16.0,512,6.8,AMOLED,120.0,50,3,Nubia,HD,Snapdragon 8 gen 3
Premium,15990000.0,8.0,128,6.7,Fluid AMOLED,120.0,50,3,OnePlus,FHD,Snapdragon 8 gen 2
Premium,18990000.0,16.0,256,6.7,Super Fluid AMOLED,120.0,50,3,OnePlus,FHD,Snapdragon 8 gen 2
Premium,15950000.0,16.0,256,6.7,Fluid AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 1
Premium,17450000.0,12.0,256,6.7,LTPO2 Fluid AMOLED,120.0,50,3,OnePlus,FHD,Snapdragon 8 gen 1
High,11050000.0,16.0,256,6.74,Fluid AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 1
High,12950000.0,16.0,512,6.7,LTPO3 AMOLED,120.0,50,3,OnePlus,FHD,Snapdragon 8 gen 2
High,11450000.0,16.0,128,6.78,LTPO4 AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 2
High,14950000.0,24.0,1024,6.82,LTPO AMOLED,120.0,64,3,OnePlus,FHD,Snapdragon 8 gen 3
High,12790000.0,16.0,512,6.78,LTPO 4.1 AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 3
High,13950000.0,24.0,1024,6.82,LTPO AMOLED,120.0,50,3,OnePlus,FHD,Snapdragon 8 e
High,12950000.0,16.0,1024,6.31,LTPO OLED,120.0,50,2,OnePlus,HD,Snapdragon 8 e
High,9450000.0,6.0,128,6.41,Optic AMOLED,60.0,48,2,OnePlus,HD,Snapdragon 855
High,13550000.0,8.0,256,6.67,Fluid AMOLED,60.0,48,3,OnePlus,FHD,Snapdragon 855
High,8750000.0,8.0,128,6.55,Fluid AMOLED,90.0,48,3,OnePlus,HD,Snapdragon 865
High,9550000.0,12.0,256,6.55,"Fluid AMOLED, 120Hz, HDR10+",60.0,48,4,OnePlus,HD,Snapdragon 865
Premium,15050000.0,8.0,128,6.78,Super AMOLED,120.0,48,4,OnePlus,FHD,Snapdragon 865
High,12450000.0,12.0,256,6.62,AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 888
High,9350000.0,12.0,256,6.55,Fluid AMOLED,120.0,48,4,OnePlus,HD,Snapdragon 870
High,10950000.0,12.0,256,6.55,"Fluid AMOLED, 120Hz, HDR10+",120.0,50,3,OnePlus,HD,Snapdragon 888
Medium,5950000.0,12.0,512,6.7,OLED,120.0,50,3,OnePlus,HD,Dimensity 8100max
Medium,7550000.0,16.0,512,6.74,AMOLED,120.0,64,3,OnePlus,HD,Dimensity 9000
High,9150000.0,16.0,512,6.74,AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 1
High,9850000.0,24.0,1024,6.74,AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 2
Medium,6250000.0,16.0,512,6.74,AMOLED,120.0,50,2,OnePlus,HD,Snapdragon 7 gen 3
High,8990000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 2
High,11950000.0,16.0,512,6.78,LTPO AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 2
High,11450000.0,24.0,1024,6.78,LTPO AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 3
High,9950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,2,OnePlus,HD,Dimensity 9300 plus
Medium,7450000.0,16.0,1024,6.74,AMOLED,120.0,50,2,OnePlus,HD,Dimensity 9300
High,8550000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 3
High,10950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 e
High,9950000.0,16.0,512,6.7,Fluid AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 8 gen 1
High,11590000.0,16.0,256,6.74,Fluid AMOLED,120.0,50,3,OnePlus,HD,Dimensity 9000
High,9950000.0,16.0,128,6.74,Fluid AMOLED,120.0,50,2,OnePlus,HD,Snapdragon 7 gen 3
Medium,7450000.0,8.0,128,6.43,AMOLED,90.0,64,3,OnePlus,HD,Dimensity 900
Medium,7750000.0,12.0,256,6.7,Fluid AMOLED,120.0,50,3,OnePlus,HD,Snapdragon 782g
Medium,5950000.0,8.0,256,6.72,IPS LCD,120.0,108,3,OnePlus,HD,Snapdragon 695
Medium,7750000.0,8.0,256,6.7,Fluid AMOLED,120.0,50,2,OnePlus,HD,Snapdragon 7 gen 3
Medium,6590000.0,8.0,256,6.67,AMOLED,120.0,50,2,OnePlus,HD,Snapdragon 695
Medium,6950000.0,8.0,128,6.72,IPS LCD,120.0,108,3,OnePlus,HD,Snapdragon 695
Premium,32890000.0,16.0,256,7.82,Foldable LTPO3 Flexi-fluid AMOLED | Màn phụ: LTPO3 Super Fluid OLED,120.0,64,3,OnePlus,2K,Snapdragon 8 e
Premium,36890000.0,16.0,512,7.82,Foldable LTPO3 Flexi-fluid AMOLED | Màn phụ: LTPO3 Super Fluid OLED,120.0,64,3,OnePlus,2K,Snapdragon 8 gen 2
Low,1990000.0,3.0,64,6.56,IPS LCD,60.0,8,1,OPPO,HD,Helio G35
Medium,3290000.0,4.0,128,6.56,IPS LCD,90.0,8,2,OPPO,HD,Helio G85
Medium,4790000.0,8.0,128,6.72,LTPS LCD,60.0,50,2,OPPO,HD,Helio G85
Medium,4190000.0,6.0,128,6.56,IPS LCD,90.0,13,2,OPPO,HD,Snapdragon 680
Medium,4690000.0,8.0,128,6.56,IPS LCD,90.0,50,2,OPPO,HD,Snapdragon 680
Medium,3990000.0,8.0,256,6.43,AMOLED,90.0,50,2,OPPO,HD,Snapdragon 680
Medium,5790000.0,8.0,256,6.72,IPS LCD,60.0,64,3,OPPO,HD,Snapdragon 695
Premium,32490000.0,16.0,512,7.82,OLED,120.0,64,3,OPPO,2K,Snapdragon 8 gen 2
High,14490000.0,12.0,256,6.7,AMOLED,120.0,50,3,OPPO,FHD,Snapdragon 8 gen 1
High,13990000.0,8.0,256,6.4,AMOLED,90.0,50,3,OPPO,HD,Dimensity 1300
Medium,7990000.0,8.0,128,6.7,AMOLED,120.0,64,3,OPPO,HD,Dimensity 7050
High,8490000.0,8.0,256,6.7,AMOLED,120.0,64,3,OPPO,HD,Dimensity 7050
Low,2820000.0,3.0,64,6.56,IPS LCD,60.0,8,1,OPPO,HD,Helio G35
Low,2450000.0,4.0,128,6.56,IPS LCD,90.0,8,2,OPPO,HD,Helio G85
Medium,6450000.0,12.0,256,6.7,OLED,120.0,108,2,OPPO,HD,Snapdragon 695
Low,2650000.0,12.0,256,6.56,IPS LCD,90.0,13,1,OPPO,HD,Dimensity 6020
Medium,5990000.0,12.0,512,6.7,AMOLED,120.0,64,2,OPPO,HD,Dimensity 7050
Low,2950000.0,6.0,128,6.56,IPS LCD,90.0,50,2,OPPO,HD,Helio G85
Medium,3250000.0,12.0,256,6.67,IPS LCD,120.0,50,1,OPPO,HD,Dimensity 6300
Low,2700000.0,8.0,512,6.67,IPS LCD,120.0,32,2,OPPO,HD,Dimensity 6300
Medium,3450000.0,6.0,128,6.67,IPS LCD,90.0,8,1,OPPO,HD,Snapdragon 6
Medium,5650000.0,12.0,512,6.7,AMOLED,120.0,50,2,OPPO,HD,Snapdragon 695
Medium,4450000.0,8.0,256,6.67,IPS LCD,90.0,50,1,OPPO,HD,Snapdragon 6
Medium,4680000.0,12.0,512,6.7,AMOLED,120.0,64,2,OPPO,HD,Dimensity 7050
Medium,3650000.0,12.0,256,6.67,IPS LCD,120.0,50,2,OPPO,HD,Dimensity 6300
Low,2150000.0,6.0,128,6.51,IPS LCD,60.0,13,3,OPPO,HD,Helio p35
Medium,3700000.0,4.0,128,6.56,IPS LCD,60.0,13,2,OPPO,HD,Helio G35
Medium,3950000.0,8.0,512,6.72,IPS LCD,60.0,50,2,OPPO,HD,Helio G85
Medium,4650000.0,12.0,512,6.7,AMOLED,120.0,50,2,OPPO,HD,Snapdragon 6 gen 1
Medium,4250000.0,12.0,512,6.67,IPS LCD,90.0,50,2,OPPO,HD,Dimensity 6300
Medium,6950000.0,12.0,512,6.7,AMOLED,120.0,50,2,OPPO,HD,Dimensity 7300
Medium,4750000.0,8.0,256,6.67,IPS LCD,90.0,50,2,OPPO,HD,Snapdragon 680
Medium,4730000.0,6.0,128,6.56,IPS LCD,90.0,13,2,OPPO,HD,Snapdragon 680
Medium,6500000.0,8.0,256,6.43,"AMOLED, 90Hz",90.0,50,2,OPPO,HD,Snapdragon 680
Medium,3950000.0,8.0,128,6.43,Super AMOLED,60.0,48,4,OPPO,HD,Helio p95
Medium,5620000.0,8.0,256,6.59,IPS LCD,90.0,50,2,OPPO,HD,Snapdragon 680
Medium,7200000.0,12.0,256,6.6,"IPS LCD, 90Hz",90.0,48,2,OPPO,HD,Dimensity 810
Low,890000.0,6.0,128,6.53,IPS LCD,60.0,48,2,OPPO,HD,Helio p70
Low,750000.0,6.0,128,6.3,IPS LCD,60.0,16,2,OPPO,HD,Helio p60
Premium,26650000.0,16.0,1024,7.82,Màn hình trong: Foldable LTPO3 OLED | Màn hình ngoài: LTPO3 OLED,120.0,64,3,OPPO,2K,Snapdragon 8 gen 2
Premium,17450000.0,12.0,512,6.8,Foldable LTPO AMOLED | Màn phụ: AMOLED,120.0,50,3,OPPO,HD,Dimensity 9200
Premium,31650000.0,16.0,1024,8.12,Màn hình trong: Foldable LTPO OLED | Màn hình ngoài: LTPO OLED,120.0,50,3,OPPO,2K,Snapdragon 8 e
High,9450000.0,12.0,256,6.55,AMOLED,120.0,50,3,OPPO,HD,Snapdragon 888
Premium,21950000.0,12.0,512,6.7,LTPO2 AMOLED,120.0,50,3,OPPO,FHD,Snapdragon 8 gen 1
Premium,15750000.0,16.0,512,6.74,AMOLED,120.0,50,3,OPPO,HD,Dimensity 9200
Premium,19950000.0,16.0,512,6.82,LTPO3 AMOLED,120.0,50,3,OPPO,FHD,Snapdragon 8 gen 2
High,11950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,64,3,OPPO,HD,Dimensity 9300
Premium,17250000.0,16.0,512,6.82,LTPO AMOLED,120.0,50,4,OPPO,FHD,Snapdragon 8 gen 3
Premium,26790000.0,16.0,1024,6.82,LTPO AMOLED,120.0,50,4,OPPO,FHD,Snapdragon 8 gen 3
High,12990000.0,16.0,256,6.31,AMOLED,120.0,50,3,OPPO,HD,Dimensity 9400
Premium,15450000.0,16.0,1024,6.6,AMOLED,120.0,50,3,OPPO,HD,Dimensity 9400 plus
High,13450000.0,16.0,1024,6.59,AMOLED,120.0,50,3,OPPO,HD,Dimensity 9400
Premium,17950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,4,OPPO,HD,Dimensity 9400
Premium,15950000.0,16.0,1024,6.3,AMOLED,120.0,50,3,OPPO,HD,Dimensity 9500
Premium,16950000.0,16.0,1024,6.78,AMOLED,120.0,50,3,OPPO,HD,Dimensity 9500
Premium,19950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,4,OPPO,HD,Dimensity 9500
Premium,24950000.0,16.0,1024,6.82,LTPO AMOLED,120.0,50,4,OPPO,FHD,Snapdragon 8 e
Medium,7150000.0,12.0,256,6.59,IPS LCD,120.0,64,3,OPPO,HD,Dimensity 8000 max
High,8950000.0,12.0,256,6.62,OLED,120.0,50,3,OPPO,HD,Snapdragon 888
Medium,4950000.0,12.0,256,6.72,IPS LCD,120.0,108,2,OPPO,HD,Snapdragon 695
Medium,6330000.0,12.0,512,6.7,AMOLED,120.0,50,3,OPPO,HD,Snapdragon 782g
Medium,6350000.0,12.0,512,6.7,AMOLED,120.0,50,2,OPPO,HD,Snapdragon 7 gen 3
High,11550000.0,16.0,512,6.74,OLED,120.0,50,3,OPPO,HD,Dimensity 8200
High,12950000.0,16.0,512,6.74,OLED,120.0,64,3,OPPO,HD,Snapdragon 8 gen 1
Medium,6950000.0,12.0,512,6.7,OLED,120.0,50,3,OPPO,HD,Dimensity 8200
High,8950000.0,8.0,256,6.7,AMOLED,120.0,64,3,OPPO,HD,Dimensity 7050
High,9950000.0,12.0,512,6.74,OLED,120.0,50,3,OPPO,HD,Snapdragon 8 gen 1
Medium,6150000.0,16.0,512,6.7,AMOLED,120.0,50,3,OPPO,HD,Dimensity 8250
High,8350000.0,12.0,256,6.67,AMOLED,120.0,50,3,OPPO,HD,Dimensity 6300
High,12250000.0,16.0,512,6.7,AMOLED,120.0,50,3,OPPO,HD,Dimensity 9200
High,8950000.0,16.0,1024,6.59,AMOLED,120.0,50,2,OPPO,HD,Dimensity 8350
Medium,7990000.0,12.0,256,6.67,AMOLED,120.0,50,3,OPPO,HD,Snapdragon 6 gen 1
Medium,6990000.0,8.0,256,6.67,AMOLED,120.0,50,3,OPPO,HD,Helio G100
High,11950000.0,16.0,1024,6.83,AMOLED,120.0,50,3,OPPO,HD,Dimensity 8350
High,9750000.0,8.0,128,6.43,AMOLED,90.0,64,3,OPPO,HD,Dimensity 900
Medium,7550000.0,8.0,256,6.4,AMOLED,60.0,64,3,OPPO,HD,Dimensity 800
High,9450000.0,8.0,256,6.43,AMOLED,90.0,64,3,OPPO,HD,Dimensity 900
Premium,17450000.0,12.0,256,6.5,AMOLED,90.0,50,3,OPPO,HD,Dimensity 1200 max
Medium,7950000.0,8.0,128,6.43,OLED,60.0,64,3,OPPO,HD,Snapdragon 695
Medium,7080000.0,8.0,256,6.4,AMOLED,90.0,50,3,OPPO,HD,Dimensity 1300
High,12950000.0,12.0,256,6.7,AMOLED,120.0,50,3,OPPO,HD,Dimensity 8100max
Medium,6950000.0,12.0,256,6.7,OLED,120.0,108,3,OPPO,HD,Snapdragon 695
High,9250000.0,12.0,256,6.7,AMOLED,120.0,64,2,OPPO,HD,Snapdragon 778g
High,12750000.0,16.0,512,6.7,AMOLED,120.0,50,2,OPPO,HD,Dimensity 8100max
High,14550000.0,16.0,512,6.7,AMOLED,120.0,50,3,OPPO,HD,Snapdragon 8 gen 1
High,9050000.0,8.0,256,6.5,AMOLED,60.0,48,4,OPPO,HD,Snapdragon 730g
Medium,7500000.0,8.0,128,6.5,Amoled,90.0,48,4,OPPO,HD,Snapdragon 765g
High,8450000.0,8.0,256,6.67,OLED,120.0,64,3,Xiaomi,HD,Dimensity 1200
Medium,7790000.0,8.0,256,6.7,AMOLED,120.0,100,2,Realme,HD,Dimensity 7050
Medium,4590000.0,8.0,128,6.4,Super AMOLED,90.0,108,2,Realme,HD,Helio G99
Low,2390000.0,4.0,128,6.74,IPS LCD,90.0,50,2,Realme,HD,Unisoc t612
Medium,3750000.0,8.0,256,6.74,IPS LCD,90.0,50,1,Realme,HD,Tiger t612
Medium,3480000.0,6.0,128,6.72,IPS LCD,90.0,64,2,Realme,HD,Helio G88
Medium,4250000.0,8.0,256,6.6,IPS LCD,90.0,50,1,Realme,HD,Dimensity 810
Medium,3950000.0,8.0,256,6.6,IPS LCD,90.0,50,2,Realme,HD,Dimensity 700
Medium,3950000.0,12.0,256,6.72,IPS LCD,120.0,108,2,Realme,HD,Snapdragon 695
Medium,4750000.0,12.0,256,6.7,AMOLED,120.0,108,3,Realme,HD,Dimensity 1080
Medium,7950000.0,8.0,256,6.4,Super AMOLED,90.0,108,2,Realme,HD,Helio G99
Medium,3250000.0,12.0,256,6.43,Super AMOLED,90.0,64,2,Realme,HD,Dimensity 6020
Medium,5950000.0,12.0,512,6.7,AMOLED,120.0,100,2,Realme,HD,Dimensity 7050
Medium,7150000.0,12.0,1024,6.7,AMOLED,120.0,200,3,Realme,HD,Dimensity 7050
Medium,4850000.0,12.0,512,6.67,IPS LCD,120.0,50,2,Realme,HD,Dimensity 6100
Medium,4490000.0,8.0,128,6.72,IPS LCD,120.0,108,2,Realme,HD,Dimensity 6100
Medium,5550000.0,8.0,256,6.72,IPS LCD,90.0,108,2,Realme,HD,Snapdragon 685
Medium,5950000.0,8.0,256,6.67,AMOLED,120.0,50,3,Realme,HD,Dimensity 7050
Medium,5450000.0,12.0,256,6.7,AMOLED,120.0,50,3,Realme,HD,Snapdragon 6 gen 1
High,8950000.0,12.0,256,6.7,AMOLED,120.0,64,3,Realme,HD,Snapdragon 7
Medium,5350000.0,8.0,256,6.72,IPS LCD,120.0,50,1,Realme,HD,Dimensity 6300
Medium,6850000.0,12.0,256,6.67,AMOLED,120.0,50,1,Realme,HD,Dimensity 7300
Medium,5250000.0,12.0,256,6.67,AMOLED,120.0,50,1,Realme,HD,Dimensity 7300
Medium,7350000.0,12.0,512,6.7,AMOLED,120.0,50,2,Realme,HD,Snapdragon 7
Medium,6950000.0,12.0,512,6.7,AMOLED,120.0,50,3,Realme,HD,Snapdragon 7
Medium,4490000.0,8.0,128,6.67,IPS LCD,120.0,50,1,Realme,HD,Dimensity 6300
Medium,3950000.0,12.0,256,6.72,IPS LCD,120.0,50,1,Realme,HD,Dimensity 7025 ultra
Medium,7350000.0,12.0,256,6.77,OLED,120.0,50,2,Realme,HD,Dimensity 7300
Medium,4550000.0,12.0,512,6.72,AMOLED,120.0,50,2,Realme,HD,Snapdragon 7
High,8250000.0,12.0,512,6.83,OLED,120.0,50,3,Realme,HD,Snapdragon 7
Medium,3850000.0,4.0,64,6.3,IPS LCD,60.0,16,2,Realme,HD,Snapdragon 710
Medium,6600000.0,4.0,64,6.5,IPS LCD,90.0,64,3,Realme,HD,Helio G90
Medium,6600000.0,6.0,64,6.6,IPS LCD,90.0,64,4,Realme,HD,Snapdragon 720g
Medium,5450000.0,8.0,128,6.4,Super AMOLED,90.0,108,3,Realme,HD,Snapdragon 680
High,9450000.0,8.0,256,6.4,Super AMOLED,90.0,50,3,Realme,HD,Dimensity 920
Medium,6450000.0,8.0,128,6.6,IPS LCD,120.0,64,3,Realme,HD,Snapdragon 695
Low,2450000.0,4.0,64,6.52,IPS LCD,60.0,8,1,Realme,HD,Sc9863a 8 
Low,2250000.0,3.0,32,6.5,IPS LCD,60.0,8,1,Realme,HD,Tiger t612 8
Low,2020000.0,4.0,64,6.5,IPS LCD,60.0,8,1,Realme,HD,Sc9863a 8 
Low,2750000.0,4.0,128,6.5,IPS LCD,60.0,50,2,Realme,HD,Tiger t612 8
Medium,3250000.0,6.0,128,6.6,IPS LCD,60.0,50,3,Realme,HD,Tiger t616 8
Low,2750000.0,6.0,128,6.74,IPS LCD,90.0,50,2,Realme,HD,Tiger t612 8
Medium,3015000.0,4.0,64,6.7,IPS LCD,90.0,50,2,Realme,HD,Tiger t612 8
Medium,4250000.0,6.0,128,6.74,IPS LCD,90.0,50,1,Realme,HD,Tiger t612 8
Medium,4050000.0,8.0,256,6.72,IPS LCD,90.0,64,2,Realme,HD,Helio G88
Medium,3150000.0,8.0,256,6.75,IPS LCD,90.0,50,1,Realme,HD,Tiger t612 8
Medium,3150000.0,6.0,128,6.67,IPS LCD,120.0,50,1,Realme,HD,Dimensity 6300
Medium,3650000.0,8.0,256,6.72,IPS LCD,90.0,50,1,Realme,HD,Helio G85
Medium,4150000.0,8.0,256,6.72,IPS LCD,90.0,108,2,Realme,HD,Snapdragon 685
Medium,3850000.0,6.0,128,6.72,IPS LCD,120.0,50,2,Realme,HD,Dimensity 6100
Medium,6450000.0,8.0,512,6.72,IPS LCD,90.0,50,1,Realme,HD,Helio G92 MAX
Premium,15450000.0,16.0,1024,6.74,AMOLED,144.0,50,3,Realme,HD,Snapdragon 8 gen 1
High,9150000.0,24.0,1024,6.74,AMOLED,144.0,50,3,Realme,HD,Snapdragon 8 gen 2
High,11550000.0,16.0,1024,6.78,AMOLED,144.0,50,3,Realme,HD,Snapdragon 8 gen 3
High,8450000.0,16.0,512,6.78,LTPO AMOLED,120.0,50,2,Realme,HD,Snapdragon 8 gen 3
High,11450000.0,16.0,512,6.78,LTPO AMOLED,120.0,50,2,Realme,HD,Snapdragon 8 e
High,12650000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,Realme,HD,Snapdragon 8 e
High,10850000.0,16.0,512,6.78,LTPO AMOLED (Samsung),120.0,50,2,Realme,HD,Snapdragon 8 e
Premium,15450000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,3,Realme,FHD,Snapdragon 8 e
High,8250000.0,12.0,256,6.62,AMOLED,120.0,50,3,Realme,HD,Snapdragon 888
High,8450000.0,12.0,256,6.7,OLED,120.0,50,3,Realme,HD,Snapdragon 8 gen 1
Premium,15450000.0,12.0,256,6.7,LTPO AMOLED,120.0,50,3,Realme,FHD,Snapdragon 8 gen 1
Medium,6450000.0,12.0,512,6.7,LTPO AMOLED,120.0,50,3,Realme,FHD,Snapdragon 8 gen 1
High,8150000.0,12.0,256,6.43,Super AMOLED,120.0,64,3,Realme,HD,Snapdragon 888
High,9550000.0,12.0,128,6.78,LTPO AMOLED,120.0,50,2,Realme,HD,Snapdragon 7 gen 3
Medium,6450000.0,12.0,512,6.78,LTPO AMOLED,120.0,50,2,Realme,HD,Dimensity 8400 max
Medium,6950000.0,8.0,256,6.43,Super AMOLED,120.0,64,3,Realme,HD,Snapdragon 778g
Medium,6250000.0,8.0,128,6.43,"Super AMOLED, 120Hz",120.0,64,3,Realme,HD,Dimensity 1200
Medium,4950000.0,12.0,256,6.43,Super AMOLED,120.0,64,3,Realme,HD,Dimensity 1200
Medium,5650000.0,8.0,256,6.62,AMOLED,120.0,64,3,Realme,HD,Snapdragon 870
Medium,5450000.0,12.0,256,6.7,AMOLED,120.0,50,3,Realme,HD,Dimensity 8100
Medium,5650000.0,12.0,256,6.7,AMOLED,120.0,50,3,Realme,HD,Dimensity 8100
Medium,6550000.0,16.0,512,6.74,AMOLED,144.0,50,3,Realme,HD,Snapdragon 8 gen 1
Medium,5620000.0,12.0,256,6.74,OLED,144.0,64,3,Realme,HD,Snapdragon 7 gen 1
High,9950000.0,16.0,1024,6.74,AMOLED,144.0,50,3,Realme,HD,Snapdragon 8 gen 2
Medium,5550000.0,16.0,1024,6.74,OLED,144.0,64,3,Realme,HD,Snapdragon 7 gen 2
High,9450000.0,16.0,1024,6.74,AMOLED,144.0,50,3,Realme,HD,Snapdragon 8 gen 1
Medium,6950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,2,Realme,HD,Snapdragon 8
Medium,5750000.0,16.0,512,6.78,LTPO AMOLED,120.0,50,2,Realme,HD,Snapdragon 7 gen 3
Medium,6750000.0,8.0,128,6.43,"Super AMOLED, 120Hz",120.0,64,3,Realme,HD,Dimensity 1200
Medium,3150000.0,4.0,128,6.58,IPS LCD,60.0,50,3,Realme,HD,Tiger t612 8
Low,2600000.0,4.0,64,6.5,IPS LCD,60.0,8,1,Realme,HD,Sc9863a 8 
Medium,4450000.0,6.0,128,6.6,IPS LCD,120.0,50,3,Realme,HD,Helio G96
Medium,3760000.0,6.0,128,6.72,IPS LCD,120.0,50,2,Realme,HD,Dimensity 6100
Medium,5150000.0,8.0,256,6.43,Super AMOLED,90.0,64,2,Realme,HD,Dimensity 6020
Medium,6880000.0,12.0,1024,6.7,AMOLED,120.0,100,2,Realme,HD,Dimensity 7050
Medium,3650000.0,6.0,128,6.72,IPS LCD,120.0,50,2,Realme,HD,Dimensity 6100
Medium,4650000.0,8.0,128,6.67,AMOLED,120.0,50,2,Realme,HD,Dimensity 7050
Medium,5690000.0,8.0,256,6.67,AMOLED,120.0,50,3,Realme,HD,Dimensity 7050
Medium,4950000.0,12.0,256,6.67,OLED,120.0,50,2,Realme,HD,Dimensity 7300
Medium,3250000.0,6.0,128,6.67,IPS LCD,120.0,50,1,Realme,HD,Dimensity 6300
Medium,4450000.0,12.0,512,6.67,AMOLED,120.0,50,1,Realme,HD,Snapdragon 6 gen 4
Medium,7950000.0,16.0,1024,6.78,LTPO AMOLED,120.0,50,2,Realme,HD,Dimensity 9300 plus
Medium,6650000.0,16.0,512,6.78,LTPO OLED,120.0,50,2,Realme,HD,Dimensity 8400 max
Low,2290000.0,4.0,128,6.74,IPS LCD,90.0,13,2,Realme,HD,Tiger t612 8
Low,2650000.0,4.0,64,6.74,IPS LCD,90.0,8,1,Realme,HD,Tiger t612 8
