price,ram,internal_memory,screen_size,screen_tech,refresh_rate,camera_main_resolution,camera_count,brand,price_category,screen_resolution_k,chip_model,chip_model_encoded,brand_encoded,screen_tech_encoded,screen_resolution_k_encoded
3990000.0,12.0,256,6.8,TFT LCD,90.0,50,2,Honor,Medium,HD,Dimensity 6080,8776408.83280757,12629562.070885137,8083936.457863903,8557935.866096748
5450000.0,12.0,512,6.7,AMOLED,90.0,108,2,Honor,Medium,HD,Dimensity 6080,8776408.83280757,12629562.070885137,8906548.335996285,8557935.866096748
2150000.0,4.0,64,6.56,TFT LCD,90.0,13,1,Honor,Low,HD,Helio G36,8131162.3392380485,13248170.347003154,8440140.295533787,8514044.54111523
2950000.0,4.0,1258,6.56,TFT LCD,90.0,50,1,Honor,Low,HD,Helio G36,8100393.108468818,11575288.868859846,8133460.267387712,8478074.60955868
2050000.0,4.0,128,6.56,TFT LCD,90.0,50,2,Honor,Low,HD,Helio G36,8135008.4930842025,11301032.65912043,8412633.280757098,8558835.587253692
2450000.0,6.0,256,6.56,TFT LCD,90.0,50,2,Honor,Low,HD,Helio G85,6773027.713854554,11916409.108318623,8337583.453338168,8546529.176983478
3450000.0,8.0,256,6.77,IPS LCD,120.0,108,2,Honor,Medium,HD,Snapdragon 685,8779304.901722882,11916409.108318623,4303207.424525562,8546529.176983478
7650000.0,8.0,512,6.7,AMOLED,90.0,108,3,Honor,Medium,HD,Snapdragon 680,7671182.965299685,12629562.070885137,8906548.335996285,8557935.866096748
4450000.0,8.0,512,6.7,AMOLED,120.0,108,2,Honor,Medium,HD,Snapdragon 685,8779304.901722882,11916409.108318623,8734039.109685032,8546529.176983478
6450000.0,8.0,256,6.67,AMOLED,120.0,64,3,Honor,Medium,HD,Snapdragon 695,8165646.68769716,13248170.347003154,8814153.412615655,8514044.54111523
7990000.0,12.0,512,6.78,AMOLED,120.0,108,2,Honor,Medium,HD,Snapdragon 6 gen 1,8740340.694006309,12629562.070885137,8906548.335996285,8557935.866096748
6990000.0,12.0,256,6.8,TFT LCD,120.0,108,2,Honor,Medium,HD,Dimensity 7025 ultra,9103487.86174736,13248170.347003154,8440140.295533787,8514044.54111523
14490000.0,8.0,256,6.53,"OLED, 16 triệu màu",60.0,40,3,Huawei,High,HD,Kirin 990,9861511.041009463,11378085.416161124,9861511.041009463,8514044.54111523
17990000.0,8.0,128,6.1,"OLED, cảm ứng điện dung 16.7 triệu màu",60.0,40,3,Huawei,Premium,HD,Kirin 980,9861511.041009463,10916101.943972604,9861511.041009463,8546529.176983478
3890000.0,3.0,32,5.5,IPS LCD,60.0,12,2,Huawei,Medium,HD,Kirin 655,9861511.041009463,11378085.416161124,4234313.623719911,8514044.54111523
16950000.0,8.0,256,7.2,OLED,60.0,40,3,Huawei,Premium,HD,Kirin 980,9861511.041009463,10419674.027339641,10644464.121710658,8557935.866096748
5800000.0,4.0,64,5,IPS LCD,60.0,16,2,Huawei,Medium,HD,Kirin 659,9861511.041009463,11163007.360672975,4366588.32807571,8558835.587253692
6950000.0,8.0,128,6.4,IPS LCD,60.0,24,4,Huawei,Medium,HD,Kirin 710,9861511.041009463,11378085.416161124,4234313.623719911,8514044.54111523
9950000.0,8.0,128,6.39,OLED,60.0,48,4,Huawei,High,HD,Kirin 980,9861511.041009463,10916101.943972604,10622259.972943468,8546529.176983478
26550000.0,16.0,1024,6.3,Foldable LTPO2 OLED (màn chính) | LTPO2 OLED (màn phụ),120.0,50,4,Huawei,Premium,HD,Kirin 9020 8,9861511.041009463,9779674.027339641,9861511.041009463,8622095.701029267
5690000.0,8.0,256,6.67,AMOLED,120.0,108,3,Infinix,Medium,HD,Dimensity 8050,9783912.981134899,8162990.698645388,8734039.109685032,8546529.176983478
6950000.0,12.0,256,6.78,AMOLED,144.0,108,3,Infinix,Medium,HD,Dimensity 8200,9570393.108468818,7935594.730005566,8906548.335996285,8557935.866096748
7950000.0,12.0,256,6.78,AMOLED,144.0,108,2,Infinix,Medium,HD,Dimensity 8300,9861511.041009463,8267194.400630915,8814153.412615655,8514044.54111523
7250000.0,12.0,256,6.67,AMOLED,120.0,108,3,Infinix,Medium,HD,Dimensity 8050,9961748.731312577,7935594.730005566,8906548.335996285,8557935.866096748
7650000.0,12.0,256,6.67,AMOLED,120.0,108,3,Infinix,Medium,HD,Dimensity 8050,9783912.981134899,8162990.698645388,8734039.109685032,8546529.176983478
6990000.0,12.0,256,6.78,AMOLED,144.0,108,3,Infinix,Medium,HD,Dimensity 8020,9861511.041009463,8019124.141770272,8652998.667789413,8478074.60955868
9490000.0,4.0,128,6.1,IPS LCD,60.0,12,1,Apple,High,HD,A13 Bionic,9764555.491826786,18615306.748045534,4234313.623719911,8514044.54111523
7990000.0,4.0,64,6.1,IPS LCD,60.0,12,1,Apple,Medium,HD,A13 Bionic,9832737.310008602,19827646.898002103,4272590.376194736,8478074.60955868
9990000.0,4.0,128,6.1,OLED,60.0,12,2,Apple,High,HD,A14 Bionic,11720425.867507884,19880287.967552952,10779507.739710953,8558835.587253692
27590000.0,6.0,256,6.7,OLED,60.0,12,3,Apple,Premium,HD,A14 Bionic,9782282.764554057,19827646.898002103,9965924.590656452,8478074.60955868
23490000.0,6.0,128,6.7,OLED,60.0,12,3,Apple,Premium,HD,A14 Bionic,9782282.764554057,19827646.898002103,9965924.590656452,8478074.60955868
24990000.0,6.0,128,6.1,OLED,60.0,12,3,Apple,Premium,HD,A14 Bionic,9782282.764554057,19827646.898002103,9965924.590656452,8478074.60955868
7990000.0,4.0,64,6.1,OLED,60.0,12,2,Apple,Medium,HD,A14 Bionic,11803759.200841218,19507002.12327105,10644464.121710658,8557935.866096748
14990000.0,4.0,256,6.1,Super Retina XDR OLED,60.0,12,2,Apple,High,HD,A15 Bionic,13247248.993799629,19473798.34092768,19114606.036707774,8622095.701029267
25500000.0,4.0,512,6.1,Super Retina XDR OLED,60.0,12,2,Apple,Premium,HD,A15 Bionic,12660697.269661698,18615306.748045534,17394361.874718342,8514044.54111523
24490000.0,6.0,256,6.1,Super Retina XDR OLED,120.0,12,3,Apple,Premium,HD,A15 Bionic,12660697.269661698,18615306.748045534,17394361.874718342,8514044.54111523
23990000.0,6.0,256,6.7,Super Retina XDR OLED,120.0,12,3,Apple,Premium,HD,A15 Bionic,12814835.200696182,19880287.967552952,18903066.64037855,8558835.587253692
22990000.0,6.0,128,6.7,Super Retina XDR OLED,120.0,12,3,Apple,Premium,HD,A15 Bionic,12814835.200696182,19880287.967552952,18903066.64037855,8558835.587253692
21990000.0,6.0,128,6.1,Super Retina XDR OLED,120.0,12,3,Apple,Premium,HD,A15 Bionic,13247248.993799629,19473798.34092768,19114606.036707774,8622095.701029267
11590000.0,4.0,128,6.1,Super Retina XDR OLED,60.0,12,2,Apple,High,HD,A15 Bionic,13774523.252264168,19507002.12327105,18877682.51464624,8557935.866096748
15990000.0,6.0,256,6.1,OLED,60.0,12,2,Apple,Premium,HD,A15 Bionic,13388674.027339641,19827646.898002103,9965924.590656452,8478074.60955868
19990000.0,6.0,256,6.7,Super Retina XDR OLED,60.0,12,2,Apple,Premium,HD,A15 Bionic,12814835.200696182,19880287.967552952,18903066.64037855,8558835.587253692
17990000.0,6.0,128,6.7,Super Retina XDR OLED,60.0,12,2,Apple,Premium,HD,A15 Bionic,13060017.974951332,19434835.317136463,18417207.584751442,8546529.176983478
24990000.0,6.0,256,6.1,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic,14011079.315006759,19880287.967552952,18903066.64037855,8558835.587253692
41790000.0,6.0,1024,6.7,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic,13645365.029292474,19507002.12327105,18877682.51464624,8557935.866096748
27990000.0,6.0,256,6.7,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic,13834082.2525996,19827646.898002103,19312920.609884333,8478074.60955868
25590000.0,6.0,128,6.7,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic,13640008.178525528,18615306.748045534,17394361.874718342,8514044.54111523
22990000.0,6.0,128,6.1,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic,13640008.178525528,18615306.748045534,17394361.874718342,8514044.54111523
12990000.0,6.0,128,6.1,OLED,60.0,12,2,Apple,High,HD,A15 Bionic,13060017.974951332,19434835.317136463,10622259.972943468,8546529.176983478
18990000.0,6.0,256,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,13773515.998197386,19434835.317136463,18417207.584751442,8546529.176983478
22790000.0,6.0,256,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,13640008.178525528,18615306.748045534,17394361.874718342,8514044.54111523
19490000.0,6.0,128,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,13834082.2525996,19827646.898002103,19312920.609884333,8478074.60955868
30990000.0,8.0,512,6.7,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A17 Bionic,11439964.582735876,18615306.748045534,17394361.874718342,8514044.54111523
15790000.0,6.0,128,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,13645365.029292474,19507002.12327105,18877682.51464624,8557935.866096748
22490000.0,12.0,256,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,15494694.400630914,19507002.12327105,18877682.51464624,8557935.866096748
25890000.0,12.0,256,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,16010631.900630914,19880287.967552952,18903066.64037855,8558835.587253692
29490000.0,12.0,512,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,14796674.027339641,18615306.748045534,17394361.874718342,8514044.54111523
22490000.0,12.0,128,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,14796674.027339641,18615306.748045534,17394361.874718342,8514044.54111523
39990000.0,12.0,1024,6.3,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,15497531.945217622,19434835.317136463,18417207.584751442,8546529.176983478
28590000.0,12.0,256,6.3,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,15497531.945217622,19434835.317136463,18417207.584751442,8546529.176983478
34690000.0,12.0,512,6.3,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,15497531.945217622,19434835.317136463,18417207.584751442,8546529.176983478
42990000.0,12.0,1024,6.9,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,14796674.027339641,18615306.748045534,17394361.874718342,8514044.54111523
37490000.0,12.0,512,6.9,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,15862359.435887918,19473798.34092768,19114606.036707774,8622095.701029267
30990000.0,12.0,256,6.9,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,15494694.400630914,19507002.12327105,18877682.51464624,8557935.866096748
25290000.0,12.0,128,6.3,Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,16033756.900630914,19827646.898002103,19312920.609884333,8478074.60955868
19190000.0,12.0,128,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,16010631.900630914,19880287.967552952,18903066.64037855,8558835.587253692
19390000.0,12.0,256,6.1,Super Retina XDR,60.0,48,4,Apple,Premium,HD,A18 Bionic,16010631.900630914,19880287.967552952,10838291.600946372,8558835.587253692
25490000.0,12.0,512,6.1,Super Retina XDR,60.0,48,4,Apple,Premium,HD,A18 Bionic,16033756.900630914,19827646.898002103,10457041.600946372,8478074.60955868
16290000.0,12.0,128,6.1,Super Retina XDR,60.0,48,4,Apple,Premium,HD,A18 Bionic,15497531.945217622,19434835.317136463,10647666.600946372,8546529.176983478
9600000.0,4.0,256,6.1,Liquid Retina IPS LCD,60.0,12,2,Apple,High,HD,A13 Bionic,9759555.491826786,19880287.967552952,9861511.041009463,8558835.587253692
28550000.0,6.0,512,6.7,Super Retina XDR OLED,60.0,12,3,Apple,Premium,HD,A14 Bionic,10574206.672402255,19434835.317136463,18417207.584751442,8546529.176983478
17450000.0,4.0,512,6.1,Super Retina,60.0,12,2,Apple,Premium,HD,A15 Bionic,13247248.993799629,19473798.34092768,10554541.600946372,8622095.701029267
20950000.0,6.0,1024,6.7,Super Retina,120.0,12,3,Apple,Premium,HD,A15 Bionic,13388674.027339641,19827646.898002103,10335791.600946372,8478074.60955868
21450000.0,6.0,128,6.1,Super Retina XDR OLED,60.0,12,2,Apple,Premium,HD,A15 Bionic,12660697.269661698,18615306.748045534,17394361.874718342,8514044.54111523
24850000.0,6.0,1024,6.1,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A16 Bionic,13773515.998197386,19434835.317136463,11915019.545988744,8546529.176983478
18650000.0,6.0,512,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,13834082.2525996,19827646.898002103,19312920.609884333,8478074.60955868
22350000.0,6.0,512,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A16 Bionic,14011079.315006759,19880287.967552952,18903066.64037855,8558835.587253692
28999000.0,8.0,1024,6.1,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A17 Bionic,11530464.582735876,19473798.34092768,11816039.15383188,8622095.701029267
25450000.0,8.0,1024,6.7,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A17 Bionic,11691782.764554057,19827646.898002103,12024803.859714232,8478074.60955868
16990000.0,8.0,512,6.1,Super Retina XDR OLED,60.0,48,1,Apple,Premium,HD,A18 Bionic,14796674.027339641,18615306.748045534,17394361.874718342,8514044.54111523
20950000.0,8.0,512,6.1,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,14796674.027339641,18615306.748045534,17394361.874718342,8514044.54111523
24950000.0,8.0,512,6.7,Super Retina XDR OLED,60.0,48,2,Apple,Premium,HD,A18 Bionic,15497531.945217622,19434835.317136463,18417207.584751442,8546529.176983478
27500000.0,8.0,1024,6.3,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,15494694.400630914,19507002.12327105,11904215.624420116,8557935.866096748
34800000.0,8.0,1024,6.9,LTPO Super Retina XDR OLED,120.0,48,3,Apple,Premium,HD,A18 Bionic,15497531.945217622,19434835.317136463,11915019.545988744,8546529.176983478
3950000.0,3.0,32,5.5,IPS LCD,60.0,12,1,Apple,Medium,HD,A10 Bionic,9861511.041009463,19827646.898002103,4272590.376194736,8478074.60955868
12950000.0,8.0,512,6.1,Super Retina XDR OLED,60.0,48,1,Apple,High,HD,A18 Bionic,16033756.900630914,19827646.898002103,19312920.609884333,8478074.60955868
2390000.0,8.0,128,6.6,IPS LCD,90.0,50,1,Itel,Low,HD,Unisoc t606,8678759.20084122,7323444.400630915,4288959.5418210775,8557935.866096748
2850000.0,4.0,128,6.6,IPS LCD,90.0,50,2,Itel,Low,HD,Dimensity 6080,8936259.20084122,7859650.743578188,4344292.7188585885,8622095.701029267
2950000.0,8.0,256,6.78,AMOLED,60.0,50,2,Itel,Low,HD,Tiger t616 8,9285010.03728133,7288444.400630915,8652998.667789413,8478074.60955868
10250000.0,12.0,512,6.55,OLED,144.0,50,3,Meizu,High,HD,Snapdragon 8 gen 2,14995935.946104903,9408222.172149617,11139737.242531082,8514044.54111523
10450000.0,16.0,512,6.55,OLED,144.0,50,3,Meizu,High,HD,Snapdragon 8 gen 2,14925593.505980069,9511901.532221721,10622259.972943468,8546529.176983478
13650000.0,12.0,256,6.81,LTPO OLED,120.0,50,3,Meizu,High,FHD,Snapdragon 8 gen 2,14404468.22893195,9442925.867507886,15057595.200540785,19578299.37784788
11750000.0,12.0,512,6.55,AMOLED,120.0,200,3,Meizu,High,HD,Snapdragon 8 gen 3,18545581.169619024,9442925.867507886,8652998.667789413,8478074.60955868
9150000.0,16.0,512,6.78,LTPO OLED,144.0,50,2,Meizu,High,HD,Snapdragon 8 gen 2,14925593.505980069,9511901.532221721,14273890.724884417,8546529.176983478
17150000.0,16.0,1024,6.79,LTPO AMOLED,120.0,50,3,Meizu,Premium,HD,Snapdragon 8 gen 3,17523298.831291277,9511901.532221721,12819715.382906001,8546529.176983478
3250000.0,4.0,128,5.2,Super AMOLED,60.0,12,1,Meizu,Medium,HD,Helio p25,9861511.041009463,9442925.867507886,7792726.352464805,8478074.60955868
4450000.0,6.0,128,5.7,Super AMOLED,60.0,12,1,Meizu,Medium,FHD,Helio x30,9861511.041009463,9822507.88643533,7642609.508787743,19383021.600070104
12250000.0,8.0,256,6.6,P-OLED,144.0,50,2,Motorola,High,HD,Dimensity 7030,9884772.420009013,9575481.448099744,9654274.447949527,8557935.866096748
12950000.0,12.0,256,6.7,OLED,144.0,50,3,Motorola,High,HD,Snapdragon 8 gen 1,12390262.427934296,9837386.210004505,10626020.563149901,8622095.701029267
10350000.0,12.0,256,6.55,P-OLED,144.0,50,2,Motorola,High,HD,Dimensity 7030,9975248.610485204,9837386.210004505,10331814.756396776,8622095.701029267
9050000.0,12.0,512,6.7,OLED,144.0,50,3,Motorola,High,HD,Snapdragon 7 gen 3,9130319.400630914,9575481.448099744,10644464.121710658,8557935.866096748
16860000.0,8.0,512,6.67,OLED,165.0,50,3,Motorola,Premium,HD,Snapdragon 8 gen 2,15115596.963054055,10236255.520504732,10779507.739710953,8558835.587253692
10950000.0,12.0,256,6.7,OLED,144.0,50,3,Motorola,High,HD,Snapdragon 8 gen1,10112183.513921272,10236255.520504732,10779507.739710953,8558835.587253692
3790000.0,4.0,128,6.5,IPS LCD,60.0,50,2,Motorola,Medium,HD,Tiger t616 8,9246828.219099512,10784529.067147363,4234313.623719911,8514044.54111523
3950000.0,8.0,128,6.5,IPS LCD,120.0,50,2,Motorola,Medium,HD,Dimensity 7020,9496828.219099512,10236255.520504732,4366588.32807571,8558835.587253692
5850000.0,12.0,256,6.5,P-OLED,120.0,50,2,Motorola,Medium,HD,Snapdragon 695,8124330.292437547,10236255.520504732,10581814.756396776,8558835.587253692
4820000.0,4.0,128,6.5,IPS LCD,120.0,48,2,Motorola,Medium,HD,Snapdragon 480,9861511.041009463,10784529.067147363,4234313.623719911,8514044.54111523
7250000.0,6.0,256,6.6,LTPS LCD,120.0,50,2,Motorola,Medium,HD,Snapdragon 6 gen 1,8708394.220006105,10784529.067147363,9197803.859714232,8514044.54111523
12450000.0,12.0,128,6.7,OLED,165.0,50,3,Motorola,High,HD,Snapdragon 8 gen 2,15332635.452985777,9837386.210004505,10626020.563149901,8622095.701029267
13250000.0,12.0,256,6.9,Foldable LTPO AMOLED,144.0,64,2,Motorola,High,HD,Snapdragon 7 gen 1,9350008.83280757,9960222.191743243,10854541.600946372,8478074.60955868
18850000.0,12.0,512,6.9,Foldable LTPO AMOLED | AMOLED,165.0,13,2,Motorola,Premium,HD,Snapdragon 8 gen 1,12794682.288348677,10106959.60353693,9861511.041009463,8546529.176983478
19950000.0,12.0,512,6.6,P-OLED,144.0,50,3,Motorola,Premium,HD,Snapdragon 8 gen 1,13072245.186554987,9575481.448099744,9654274.447949527,8557935.866096748
4950000.0,8.0,256,6.67,AMOLED,120.0,50,2,Nothing,Medium,HD,Dimensity 7300,8900365.029292474,9935283.911671923,8652998.667789413,8478074.60955868
25750000.0,16.0,512,8,Foldable LTPO AMOLED,120.0,50,3,Nothing,Premium,2.5K,Dimensity 9400,11041162.339238048,9160755.520504732,10073291.600946372,9861511.041009463
9950000.0,12.0,256,6.55,OLED,120.0,50,2,Nothing,High,HD,Snapdragon 778g,9608674.027339641,10048690.021583928,10779507.739710953,8558835.587253692
14190000.0,12.0,512,6.7,OLED,120.0,50,2,Nothing,High,HD,Snapdragon 8 gen 1,12794682.288348677,9859745.611399686,10622259.972943468,8546529.176983478
7150000.0,12.0,256,6.7,AMOLED,120.0,50,2,Nothing,Medium,HD,Dimensity 7200 pro,9636828.219099512,9160755.520504732,8814153.412615655,8514044.54111523
8450000.0,12.0,256,6.7,AMOLED,120.0,50,2,Nothing,High,HD,Dimensity 7350 pro,9815248.610485204,10048690.021583928,8570011.200063622,8558835.587253692
14990000.0,12.0,512,6.5,LTPO OLED,120.0,50,2,Nothing,High,HD,Snapdragon 8,9695007.360672975,9935283.911671923,15057595.200540785,8478074.60955868
7050000.0,12.0,256,6.77,AMOLED,120.0,50,3,Nothing,Medium,HD,Snapdragon 7,8709694.400630914,10098755.520504732,8684478.137766974,8622095.701029267
7950000.0,12.0,256,6.7,AMOLED,120.0,50,2,Nothing,Medium,HD,Dimensity 7350 pro,9804772.420009013,9859745.611399686,8734039.109685032,8546529.176983478
8450000.0,12.0,256,6.77,AMOLED,120.0,50,3,Nothing,High,HD,Snapdragon 7,8823674.027339643,9935283.911671923,8652998.667789413,8478074.60955868
4690000.0,8.0,256,6.72,IPS LCD,120.0,50,2,Nubia,Medium,HD,Unisoc t820,9581915.27715187,10183004.416403785,4288959.5418210775,8557935.866096748
3990000.0,8.0,256,6.6,IPS LCD,120.0,50,1,Nubia,Medium,HD,Unisoc t820,9615248.610485204,10101046.267087275,4344292.7188585885,8622095.701029267
3650000.0,8.0,256,6.6,ISP LCD,120.0,50,2,Nubia,Medium,HD,Unisoc t820 8,9861511.041009463,10114005.648716955,9861511.041009463,8546529.176983478
21500000.0,24.0,1024,6.85,AMOLED,144.0,50,3,Nubia,Premium,HD,Snapdragon 8 e,15742087.933753943,9889004.416403785,8570011.200063622,8558835.587253692
6050000.0,16.0,256,6.65,"AMOLED, Full HD+ (1080x2340 pixels) - 144Hz",144.0,64,3,Nubia,Medium,HD,Snapdragon 865,9784863.452005407,10127004.416403785,9861511.041009463,8478074.60955868
6900000.0,16.0,256,6.65,AMOLED,144.0,64,3,Nubia,Medium,HD,Snapdragon 865,10038964.867598148,10114005.648716955,8734039.109685032,8546529.176983478
7450000.0,12.0,256,6.8,AMOLED,144.0,64,4,Nubia,Medium,HD,Snapdragon 888,11290005.662056135,10183004.416403785,8906548.335996285,8557935.866096748
7950000.0,18.0,512,6.8,AMOLED,165.0,64,3,Nubia,Medium,HD,Snapdragon 888,11506006.309148263,10101046.267087275,8684478.137766974,8622095.701029267
6950000.0,12.0,256,6.8,AMOLED,165.0,64,3,Nubia,Medium,HD,Snapdragon 888,11506006.309148263,10101046.267087275,8684478.137766974,8622095.701029267
11750000.0,18.0,512,6.8,AMOLED,165.0,64,3,Nubia,High,HD,Snapdragon 8 gen 1,13038118.374101464,9889004.416403785,8570011.200063622,8558835.587253692
11950000.0,18.0,1024,6.8,AMOLED,120.0,64,3,Nubia,High,HD,Snapdragon 8 gen 1,13038118.374101464,9889004.416403785,8570011.200063622,8558835.587253692
8450000.0,18.0,512,6.8,AMOLED,165.0,64,3,Nubia,High,HD,Snapdragon 8 gen1,10563759.20084122,10183004.416403785,8906548.335996285,8557935.866096748
11450000.0,16.0,1024,6.8,AMOLED,120.0,64,3,Nubia,High,HD,Snapdragon 8 gen1,10438759.20084122,10432411.496670172,8814153.412615655,8514044.54111523
12250000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2,15332635.452985777,10101046.267087275,8684478.137766974,8622095.701029267
12250000.0,24.0,1024,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2,14925593.505980069,10114005.648716955,8734039.109685032,8546529.176983478
21550000.0,24.0,1024,6.8,AMOLED,120.0,50,3,Nubia,Premium,HD,Snapdragon 8 gen 2,15332635.452985777,10101046.267087275,8684478.137766974,8622095.701029267
13450000.0,16.0,128,6.8,AMOLED,165.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2,14404468.22893195,10127004.416403785,8652998.667789413,8478074.60955868
12450000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2,14925593.505980069,10114005.648716955,8734039.109685032,8546529.176983478
14250000.0,16.0,1024,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 2,14925593.505980069,10114005.648716955,8734039.109685032,8546529.176983478
19950000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,Premium,HD,Snapdragon 8 gen 2,14883512.645968232,10183004.416403785,8906548.335996285,8557935.866096748
13000000.0,12.0,512,6.8,AMOLED,120.0,50,3,Nubia,High,HD,Snapdragon 8 gen 3,17523298.831291277,10114005.648716955,8734039.109685032,8546529.176983478
18450000.0,24.0,256,6.8,AMOLED,120.0,50,3,Nubia,Premium,HD,Snapdragon 8 gen 3,18545581.169619024,10127004.416403785,8652998.667789413,8478074.60955868
22790000.0,16.0,512,6.8,AMOLED,120.0,50,3,Nubia,Premium,HD,Snapdragon 8 gen 3,17523298.831291277,10114005.648716955,8734039.109685032,8546529.176983478
15990000.0,8.0,128,6.7,Fluid AMOLED,120.0,50,3,OnePlus,Premium,FHD,Snapdragon 8 gen 2,14404468.22893195,11999574.58314556,9922245.558691682,19578299.37784788
18990000.0,16.0,256,6.7,Super Fluid AMOLED,120.0,50,3,OnePlus,Premium,FHD,Snapdragon 8 gen 2,14925593.505980069,11645995.510156393,9861511.041009463,19645905.391267832
15950000.0,16.0,256,6.7,Fluid AMOLED,120.0,50,3,OnePlus,Premium,HD,Snapdragon 8 gen 1,12322503.561615955,11999574.58314556,9922245.558691682,8478074.60955868
17450000.0,12.0,256,6.7,LTPO2 Fluid AMOLED,120.0,50,3,OnePlus,Premium,FHD,Snapdragon 8 gen 1,12390262.427934296,12028753.066947073,9861511.041009463,19818323.483608194
11050000.0,16.0,256,6.74,Fluid AMOLED,120.0,50,3,OnePlus,High,HD,Snapdragon 8 gen 1,12322503.561615955,11999574.58314556,9922245.558691682,8478074.60955868
12950000.0,16.0,512,6.7,LTPO3 AMOLED,120.0,50,3,OnePlus,High,FHD,Snapdragon 8 gen 2,15115596.963054055,12027086.400280407,9861511.041009463,19383021.600070104
11450000.0,16.0,128,6.78,LTPO4 AMOLED,120.0,50,3,OnePlus,High,HD,Snapdragon 8 gen 2,14883512.645968232,12335003.154574132,11137370.31195233,8557935.866096748
14950000.0,24.0,1024,6.82,LTPO AMOLED,120.0,64,3,OnePlus,High,FHD,Snapdragon 8 gen 3,16414514.1337292,12335003.154574132,12339695.887984946,19532316.98830952
12790000.0,16.0,512,6.78,LTPO 4.1 AMOLED,120.0,50,3,OnePlus,High,HD,Snapdragon 8 gen 3,17652284.575792793,12028753.066947073,9861511.041009463,8622095.701029267
13950000.0,24.0,1024,6.82,LTPO AMOLED,120.0,50,3,OnePlus,High,FHD,Snapdragon 8 e,15285371.239516811,10956968.22893195,13064211.0935857,20170737.8872442
12950000.0,16.0,1024,6.31,LTPO OLED,120.0,50,2,OnePlus,High,HD,Snapdragon 8 e,15285371.239516811,10956968.22893195,15100098.72648674,8514044.54111523
9450000.0,6.0,128,6.41,Optic AMOLED,60.0,48,2,OnePlus,High,HD,Snapdragon 855,9582921.57397457,11645995.510156393,9861511.041009463,8546529.176983478
13550000.0,8.0,256,6.67,Fluid AMOLED,60.0,48,3,OnePlus,High,FHD,Snapdragon 855,9764623.877699587,12027086.400280407,10379174.553101998,19383021.600070104
8750000.0,8.0,128,6.55,Fluid AMOLED,90.0,48,3,OnePlus,High,HD,Snapdragon 865,10038964.867598148,11645995.510156393,10305397.273603115,8546529.176983478
9550000.0,12.0,256,6.55,"Fluid AMOLED, 120Hz, HDR10+",60.0,48,4,OnePlus,High,HD,Snapdragon 865,10038964.867598148,11645995.510156393,9861511.041009463,8546529.176983478
15050000.0,8.0,128,6.78,Super AMOLED,120.0,48,4,OnePlus,Premium,FHD,Snapdragon 865,9900612.752126947,12027086.400280407,7642609.508787743,19383021.600070104
